num_trans_per_hour,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,no_of_transaction_in_hour,type_of_transaction
2,CASH_OUT,8981,C10040,9998,1017,D92985,11225,20206,0,,
8,TRANSFER,17314,C64761,12379,147,D30133,6181,23495,0,,
8,CASH_OUT,1150,C14238,9802,8652,D13166,9454,10604,0,,
15,TRANSFER,17166,C57732,7230,7141,D18087,8238,25404,0,,
9,TRANSFER,13965,C83147,18875,4910,D12414,15416,29381,1,,
14,CASH_OUT,3391,C33982,14240,10849,D83726,11261,14652,0,,
19,TRANSFER,18167,C18409,17252,9388,D69025,10212,28379,0,,
1,CASH_OUT,18607,C46317,14449,8991,D31000,15109,33716,1,,
2,TRANSFER,7800,C42179,7295,6649,D58512,15839,23639,0,,
17,CASH_OUT,12075,C54845,7293,1055,D26290,17070,29145,0,,
6,TRANSFER,19221,C44900,19182,3360,D47858,11578,30799,0,,
20,TRANSFER,15983,C51048,6373,2269,D77146,4100,20083,1,,
18,CASH_OUT,10922,C36941,14570,3648,D60446,6265,17187,1,,
18,TRANSFER,11793,C18338,6473,1122,D86395,7475,19268,0,,
9,CASH_OUT,18819,C92972,18242,2329,D73226,11077,29896,0,,
18,TRANSFER,5263,C14255,11649,6386,D75267,12458,17721,0,,
15,TRANSFER,6015,C70519,19923,13908,D31925,4720,10735,0,,
10,CASH_OUT,15611,C67176,12509,5514,D61669,6086,21697,1,,
4,TRANSFER,14203,C59013,5238,1576,D74981,11042,25245,0,,
6,TRANSFER,17217,C11099,4533,2568,D79819,1858,19075,0,,
9,TRANSFER,10336,C36646,6199,4363,D76559,3557,13893,0,,
19,TRANSFER,13221,C52096,12290,8640,D61850,4812,18033,1,,
6,CASH_OUT,8364,C48367,2519,1143,D30923,7572,15936,0,,
20,TRANSFER,18344,C25794,18163,9232,D54098,8280,26624,0,,
1,CASH_OUT,10756,C48282,12724,1968,D84376,18263,29019,0,,
5,TRANSFER,17469,C91605,7610,4399,D79410,15631,33100,0,,
10,CASH_OUT,8553,C41005,19298,10745,D75285,18965,27518,0,,
10,CASH_OUT,9333,C29720,14217,4884,D18742,1186,10519,1,,
10,CASH_OUT,10977,C22581,12944,1967,D32817,5740,16717,0,,
13,TRANSFER,17074,C56920,10666,3881,D63688,11952,29026,0,,
7,TRANSFER,13604,C59390,9911,1353,D56279,3892,17496,1,,
1,CASH_OUT,14868,C40400,19848,4980,D19605,8598,23466,0,,
18,CASH_OUT,8337,C68716,7203,3481,D52079,9989,18326,1,,
8,CASH_OUT,12868,C33492,17279,4411,D86993,2650,15518,0,,
1,CASH_OUT,7672,C91747,4396,3265,D35018,6079,13751,1,,
2,TRANSFER,14346,C20363,6002,5524,D66653,13669,28015,1,,
18,CASH_OUT,19438,C41930,1569,994,D77861,6932,26370,0,,
13,CASH_OUT,16161,C64007,7798,4212,D26691,7785,23946,0,,
8,CASH_OUT,16038,C32591,14943,7712,D88258,1790,17828,0,,
13,CASH_OUT,3800,C94307,6679,2879,D68946,1624,5424,0,,
3,CASH_OUT,11038,C30517,6575,3007,D76009,7645,18683,0,,
13,CASH_OUT,11991,C74017,14051,2060,D74931,1252,13243,0,,
7,CASH_OUT,13868,C38572,6838,1191,D19095,8150,22018,1,,
7,CASH_OUT,10349,C50330,1654,621,D23153,19881,30230,0,,
20,CASH_OUT,11825,C89978,4412,255,D48269,16489,28314,0,,
13,CASH_OUT,19201,C32836,5589,3650,D83213,17060,36261,1,,
9,TRANSFER,9312,C35634,13837,4525,D45628,3393,12705,0,,
9,TRANSFER,14330,C99247,1691,831,D71192,12719,27049,1,,
18,TRANSFER,17374,C60825,17565,191,D31946,7796,25170,0,,
9,CASH_OUT,3943,C83004,4119,176,D39046,14054,17997,0,,
17,CASH_OUT,5343,C85711,19076,13733,D68753,4012,9355,0,,
2,TRANSFER,1397,C74401,4663,3266,D98467,5421,6818,1,,
16,CASH_OUT,5215,C34843,11166,5951,D71461,18429,23644,0,,
15,TRANSFER,6922,C81568,1525,1301,D72504,16331,23253,0,,
3,CASH_OUT,14745,C88804,12062,11038,D47947,18444,33189,0,,
9,CASH_OUT,9130,C80548,2438,687,D96151,3937,13067,0,,
17,TRANSFER,5929,C98416,5764,5413,D26743,3085,9014,0,,
16,CASH_OUT,2463,C75521,16411,13948,D58107,8452,10915,0,,
14,CASH_OUT,1343,C84072,2958,1615,D62736,9688,11031,1,,
12,TRANSFER,2212,C13952,2482,270,D45496,8627,10839,0,,
9,TRANSFER,12189,C41342,13829,1640,D60950,13057,25246,0,,
6,TRANSFER,11955,C41624,15985,4030,D72455,13674,25629,0,,
20,TRANSFER,3450,C90569,7291,3841,D78359,14542,17992,0,,
16,CASH_OUT,12789,C84536,16178,3389,D76835,12868,25657,1,,
10,TRANSFER,5575,C70051,12186,6611,D73016,1844,7419,0,,
2,CASH_OUT,15568,C53149,12951,5434,D37847,11649,27217,0,,
1,CASH_OUT,3546,C11275,5415,1869,D78547,12328,15874,1,,
15,TRANSFER,7075,C69991,11049,3974,D26420,10931,18006,1,,
5,TRANSFER,2660,C98687,15220,12560,D19663,19114,21774,1,,
18,CASH_OUT,11655,C97960,7431,2598,D41931,13109,24764,0,,
8,CASH_OUT,10563,C86174,5672,1922,D80106,8215,18778,0,,
1,TRANSFER,2215,C61011,3300,1085,D82033,9130,11345,0,,
16,CASH_OUT,19581,C63060,16448,13936,D93424,13590,33171,0,,
11,CASH_OUT,14319,C64715,8832,1514,D24708,11168,25487,0,,
20,TRANSFER,14473,C58860,15492,1019,D33905,18657,33130,0,,
9,TRANSFER,4611,C33604,3235,387,D64854,16736,21347,1,,
8,TRANSFER,2329,C77090,9744,7415,D29291,12941,15270,0,,
18,TRANSFER,18929,C24114,16689,16394,D93006,14644,33573,0,,
9,TRANSFER,1378,C49476,19731,18353,D37371,14006,15384,1,,
16,CASH_OUT,14833,C33107,13446,1141,D16205,5752,20585,0,,
3,CASH_OUT,7341,C73067,13090,5749,D60514,7939,15280,1,,
5,TRANSFER,16217,C25966,17062,845,D71305,6699,22916,1,,
5,CASH_OUT,6813,C53953,9089,2276,D43706,5290,12103,0,,
15,TRANSFER,5504,C88444,3597,2056,D65747,10930,16434,0,,
6,TRANSFER,3284,C54810,19940,16656,D34634,19054,22338,1,,
15,CASH_OUT,12912,C72452,4958,161,D24442,10056,22968,0,,
16,TRANSFER,2556,C92209,7107,4551,D25134,3847,6403,0,,
11,TRANSFER,19990,C48104,9432,121,D73094,8268,28258,1,,
12,CASH_OUT,18954,C23159,10452,5323,D61037,14031,32985,1,,
8,CASH_OUT,8758,C81364,5438,1628,D70238,8446,17204,1,,
6,TRANSFER,8097,C51178,3425,1765,D52572,18257,26354,1,,
17,CASH_OUT,14962,C96339,17333,2371,D90381,10969,25931,1,,
14,TRANSFER,11340,C31341,16903,5563,D77436,17016,28356,1,,
19,CASH_OUT,6190,C49589,5150,4401,D84602,6893,13083,0,,
2,TRANSFER,3747,C56298,16201,12454,D21170,13559,17306,0,,
3,CASH_OUT,17107,C11847,19946,2839,D55207,18102,35209,0,,
6,TRANSFER,16274,C37582,10926,2029,D60589,10925,27199,0,,
10,TRANSFER,17581,C87518,15746,7837,D47062,3227,20808,0,,
6,TRANSFER,8654,C12276,8287,4681,D56570,6387,15041,0,,
12,CASH_OUT,12044,C27713,15712,3668,D12759,19666,31710,0,,
3,TRANSFER,6265,C71164,8850,2585,D18568,14430,20695,0,,
9,TRANSFER,6216,C23310,6789,573,D30171,9990,16206,0,,
7,CASH_OUT,9984,C68572,9708,5715,D15296,18186,28170,0,,
1,TRANSFER,11029,C34635,18221,7192,D18947,2394,13423,1,,
19,CASH_OUT,5912,C85637,14372,8460,D79385,19853,25765,0,,
9,CASH_OUT,2293,C27880,1487,1051,D61446,19696,21989,0,,
7,CASH_OUT,8934,C63048,16253,7319,D57054,17125,26059,0,,
9,CASH_OUT,4546,C50697,10920,6374,D37800,17456,22002,0,,
2,CASH_OUT,5484,C71065,6589,1105,D96705,2680,8164,0,,
1,CASH_OUT,8006,C59467,10379,2373,D94714,18862,26868,0,,
15,CASH_OUT,19166,C89349,16818,1569,D26538,13153,32319,0,,
6,CASH_OUT,11576,C80033,14068,2492,D69328,9762,21338,0,,
1,TRANSFER,5233,C76506,15748,10515,D94691,16375,21608,0,,
5,TRANSFER,2190,C69902,7153,4963,D42713,7915,10105,1,,
15,CASH_OUT,6958,C13184,14397,7439,D54502,1784,8742,0,,
13,TRANSFER,12624,C14927,1075,293,D37014,8799,21423,0,,
12,CASH_OUT,18445,C94653,10086,8296,D29770,10477,28922,1,,
12,TRANSFER,4719,C57006,12376,7657,D52662,2990,7709,1,,
6,TRANSFER,9163,C38505,5428,3658,D30170,6711,15874,0,,
10,CASH_OUT,12781,C42064,8484,8018,D30592,17410,30191,1,,
10,CASH_OUT,8150,C87621,11361,3211,D14398,4405,12555,0,,
11,TRANSFER,7251,C49818,12473,5222,D63107,3094,10345,0,,
3,TRANSFER,17372,C91247,15420,11426,D22075,16296,33668,0,,
2,CASH_OUT,6719,C35178,3552,216,D35126,2289,9008,0,,
8,CASH_OUT,13064,C17124,9933,9176,D96999,7606,20670,0,,
2,TRANSFER,15974,C40439,7998,6836,D48649,10374,26348,1,,
2,TRANSFER,6213,C79007,11545,5332,D31798,17265,23478,0,,
20,TRANSFER,10857,C96945,17455,6598,D96257,16402,27259,0,,
11,TRANSFER,2526,C24982,2578,52,D56479,19802,22328,1,,
15,CASH_OUT,2464,C61283,10444,7980,D70370,13773,16237,0,,
5,TRANSFER,3704,C84373,13596,9892,D80251,12923,16627,0,,
1,TRANSFER,9875,C28334,13532,3657,D93256,15579,25454,1,,
17,CASH_OUT,16874,C34724,13194,12497,D68536,19354,36228,0,,
20,TRANSFER,13810,C92621,6624,5065,D92367,19600,33410,0,,
8,TRANSFER,9934,C73291,18262,8328,D10825,4472,14406,0,,
15,CASH_OUT,8934,C33266,2767,2112,D14117,10220,19154,0,,
12,TRANSFER,10297,C59456,13079,2782,D76860,17103,27400,0,,
6,TRANSFER,5557,C95860,14656,9099,D15065,17018,22575,0,,
13,TRANSFER,18889,C64960,18382,5396,D52523,11440,30329,0,,
20,TRANSFER,15814,C76129,7013,3791,D69927,12264,28078,1,,
18,TRANSFER,5738,C28780,12633,6895,D95648,1092,6830,0,,
18,CASH_OUT,18237,C64461,9284,3389,D19051,16318,34555,0,,
4,CASH_OUT,16632,C93808,13340,6618,D31503,19739,36371,0,,
20,CASH_OUT,17009,C18834,9503,2392,D66060,2647,19656,0,,
9,CASH_OUT,19274,C29659,19207,6381,D34782,16005,35279,1,,
14,TRANSFER,15678,C39327,9391,138,D31162,2843,18521,1,,
9,TRANSFER,6894,C45602,17781,10887,D36968,14375,21269,1,,
1,CASH_OUT,15384,C71391,18310,2926,D64011,10228,25612,0,,
12,TRANSFER,2585,C69751,4435,1850,D95425,14419,17004,1,,
12,CASH_OUT,2903,C55625,16530,13627,D57823,12309,15212,0,,
11,CASH_OUT,4477,C42220,2884,2434,D81397,8043,12520,0,,
10,TRANSFER,2552,C38487,4366,1814,D81115,10949,13501,1,,
3,CASH_OUT,2956,C85395,7767,4811,D58298,14757,17713,1,,
18,CASH_OUT,11805,C42657,4858,592,D29518,17345,29150,0,,
10,TRANSFER,1456,C66336,7490,6034,D64298,4397,5853,1,,
13,CASH_OUT,8350,C66982,8659,309,D95327,7810,16160,0,,
9,CASH_OUT,7683,C82070,18210,10527,D83442,8622,16305,1,,
8,CASH_OUT,4666,C18859,11269,6603,D65555,17795,22461,1,,
17,TRANSFER,7045,C52085,13250,6205,D67528,6458,13503,1,,
3,CASH_OUT,12697,C89067,18467,5770,D22600,1222,13919,0,,
8,TRANSFER,15244,C87076,2531,956,D84447,15279,30523,0,,
13,CASH_OUT,6752,C89197,17956,11204,D87637,12596,19348,0,,
8,CASH_OUT,16267,C84855,9345,5354,D29925,17234,33501,0,,
13,TRANSFER,12334,C96245,13506,1172,D69227,6448,18782,0,,
8,CASH_OUT,16569,C49492,19245,2676,D92290,5493,22062,1,,
18,TRANSFER,12739,C21853,10549,7790,D49236,2931,15670,0,,
3,TRANSFER,6707,C56279,18579,11872,D36656,5253,11960,0,,
14,TRANSFER,12028,C57545,7382,6321,D14843,2979,15007,0,,
19,TRANSFER,10181,C52057,6931,2292,D36710,10224,20405,0,,
8,CASH_OUT,7916,C15798,19495,11579,D32250,1950,9866,1,,
8,CASH_OUT,17399,C30663,2289,1945,D85363,10028,27427,0,,
14,CASH_OUT,2860,C65996,3620,760,D21682,14105,16965,0,,
19,TRANSFER,11154,C74349,8996,6427,D89064,1766,12920,0,,
14,TRANSFER,5442,C60023,8156,2714,D47398,3992,9434,0,,
19,CASH_OUT,7322,C76412,7575,253,D14043,15290,22612,0,,
5,CASH_OUT,4823,C81038,9214,4391,D63635,16478,21301,0,,
1,TRANSFER,7489,C75300,15778,8289,D96324,11870,19359,0,,
20,TRANSFER,9357,C50414,6514,3322,D40479,14908,24265,0,,
10,TRANSFER,6901,C45269,2658,796,D60382,6253,13154,0,,
7,TRANSFER,3711,C19162,11128,7417,D25804,6189,9900,0,,
5,TRANSFER,14586,C51530,19792,5206,D57036,4209,18795,0,,
18,TRANSFER,4410,C73901,18536,14126,D62601,4196,8606,0,,
16,TRANSFER,18264,C19454,1796,637,D13381,16883,35147,0,,
3,TRANSFER,1093,C58951,13938,12845,D55825,16041,17134,0,,
14,TRANSFER,12786,C61341,8520,1835,D81053,19895,32681,0,,
3,CASH_OUT,14579,C32619,9657,4796,D75249,9889,24468,1,,
18,CASH_OUT,3076,C61507,18739,15663,D52849,3868,6944,0,,
10,TRANSFER,7048,C32723,16654,9606,D44524,11187,18235,0,,
14,TRANSFER,17157,C33517,11791,10271,D55278,6939,24096,0,,
13,TRANSFER,12360,C87427,18853,6493,D37784,8322,20682,0,,
11,CASH_OUT,4166,C94673,6304,2138,D76289,17185,21351,0,,
16,CASH_OUT,18681,C37945,3455,1715,D24956,17246,35927,0,,
9,TRANSFER,1919,C72791,14132,12213,D53614,12489,14408,1,,
3,CASH_OUT,5111,C98789,15226,10115,D93890,14267,19378,0,,
4,TRANSFER,8072,C32198,2181,950,D92127,11551,19623,1,,
17,CASH_OUT,4540,C88884,11083,6543,D20916,16585,21125,1,,
1,CASH_OUT,6187,C20716,5825,1340,D14721,16466,22653,0,,
5,TRANSFER,18875,C14646,18388,15552,D10568,9366,28241,0,,
8,CASH_OUT,14268,C70726,9614,4039,D40710,12238,26506,1,,
11,CASH_OUT,6094,C31969,5541,1801,D28981,6195,12289,1,,
11,TRANSFER,5314,C53368,14449,9135,D95334,19797,25111,1,,
4,TRANSFER,3806,C69867,11866,8060,D33100,14186,17992,0,,
12,CASH_OUT,1752,C23274,6120,4368,D66420,5447,7199,0,,
14,TRANSFER,2482,C29707,1536,770,D99686,19819,22301,0,,
20,TRANSFER,13726,C88931,13885,159,D17165,11927,25653,0,,
20,TRANSFER,13265,C93203,17382,4117,D26286,6466,19731,1,,
6,TRANSFER,9449,C48980,7234,606,D90899,16805,26254,0,,
9,CASH_OUT,2246,C22829,5591,3345,D88125,1144,3390,0,,
19,CASH_OUT,2838,C70643,18214,15376,D85439,9430,12268,1,,
5,TRANSFER,18860,C16574,14319,1449,D58626,9062,27922,0,,
4,CASH_OUT,13694,C15739,1822,498,D40856,12053,25747,0,,
4,CASH_OUT,9592,C13996,1773,1199,D65898,8629,18221,1,,
16,CASH_OUT,4594,C72872,10022,5428,D19089,7076,11670,0,,
13,TRANSFER,11538,C20960,1246,343,D39812,13921,25459,0,,
15,TRANSFER,14048,C33155,4108,2900,D89111,8350,22398,0,,
2,TRANSFER,11349,C49770,1198,119,D23809,2048,13397,0,,
7,CASH_OUT,10556,C86082,12651,2095,D77979,8793,19349,1,,
11,CASH_OUT,12870,C67449,16867,3997,D76068,12547,25417,0,,
17,TRANSFER,11268,C53445,8815,3261,D17536,6950,18218,0,,
3,TRANSFER,18687,C89517,2973,1896,D78377,12832,31519,0,,
3,CASH_OUT,8444,C14244,17341,8897,D35849,4100,12544,0,,
19,TRANSFER,11985,C10393,6758,3279,D62023,6470,18455,0,,
18,CASH_OUT,10205,C36906,13794,3589,D55780,2626,12831,1,,
9,CASH_OUT,18580,C73176,19726,1146,D33412,1997,20577,0,,
8,CASH_OUT,3224,C70936,3135,1713,D49540,5034,8258,0,,
12,CASH_OUT,14516,C87867,13524,13425,D23672,14446,28962,0,,
11,CASH_OUT,1529,C34223,15161,13632,D83782,5604,7133,0,,
11,CASH_OUT,10257,C25056,7536,67,D80376,12179,22436,0,,
14,CASH_OUT,2296,C19267,16281,13985,D92869,1063,3359,1,,
1,TRANSFER,9299,C37498,14302,5003,D51415,19094,28393,0,,
11,CASH_OUT,3299,C94220,19603,16304,D31454,6491,9790,0,,
19,TRANSFER,3847,C20439,12799,8952,D58910,14974,18821,0,,
6,CASH_OUT,8806,C55763,16506,7700,D76747,2949,11755,0,,
16,CASH_OUT,6580,C97081,13416,6836,D85457,11649,18229,0,,
1,CASH_OUT,1094,C56937,9081,7987,D47545,4443,5537,0,,
8,TRANSFER,13727,C67512,15618,1891,D37615,13484,27211,0,,
14,CASH_OUT,10799,C64618,9641,9283,D57495,1136,11935,0,,
6,TRANSFER,6978,C52017,10265,3287,D29825,18167,25145,0,,
20,TRANSFER,4413,C56729,10906,6493,D98514,16907,21320,1,,
18,CASH_OUT,19984,C27327,12857,8278,D41975,11889,31873,0,,
4,CASH_OUT,9293,C88938,14073,4780,D24376,18687,27980,0,,
18,CASH_OUT,8600,C35740,11784,3184,D57998,9373,17973,0,,
4,CASH_OUT,10165,C34543,12036,1871,D67801,13766,23931,1,,
13,CASH_OUT,10799,C45668,12076,1277,D19174,16522,27321,0,,
1,CASH_OUT,8466,C31118,7916,5778,D87069,2806,11272,1,,
8,TRANSFER,19875,C15889,15788,10985,D37917,18440,38315,0,,
18,TRANSFER,16704,C76416,13381,6396,D72614,8055,24759,0,,
10,CASH_OUT,9649,C66361,13216,3567,D15972,9504,19153,0,,
8,TRANSFER,9179,C26444,15303,6124,D64861,12849,22028,0,,
3,CASH_OUT,9120,C92758,8318,1210,D28998,18162,27282,0,,
2,CASH_OUT,3004,C87800,3377,373,D21729,4269,7273,0,,
4,CASH_OUT,18240,C27208,9350,117,D80780,15127,33367,1,,
10,TRANSFER,4387,C98198,14558,10171,D58365,17081,21468,0,,
11,CASH_OUT,15618,C96661,6865,2946,D82468,4600,20218,0,,
5,CASH_OUT,3765,C29823,4019,254,D21789,19479,23244,0,,
11,CASH_OUT,6123,C25085,7504,1381,D27807,10581,16704,0,,
11,TRANSFER,2031,C88335,17009,14978,D36614,4835,6866,1,,
15,CASH_OUT,8924,C52313,19214,10290,D44452,18683,27607,0,,
16,TRANSFER,6434,C83269,14342,7908,D80986,10656,17090,1,,
7,TRANSFER,18579,C51675,18658,79,D74517,5449,24028,1,,
6,CASH_OUT,18745,C18349,8183,7339,D13882,12747,31492,1,,
17,CASH_OUT,2639,C73206,19994,17355,D98930,17500,20139,0,,
12,CASH_OUT,16735,C48048,18014,1279,D87829,15881,32616,1,,
18,TRANSFER,3498,C12170,18412,14914,D36594,11545,15043,1,,
8,CASH_OUT,17152,C33902,18131,979,D94573,10514,27666,0,,
6,TRANSFER,3453,C49296,9027,5574,D61050,18562,22015,1,,
10,TRANSFER,3002,C23801,6069,3067,D74206,7493,10495,0,,
16,CASH_OUT,5845,C63949,11677,5832,D30700,5851,11696,1,,
15,CASH_OUT,10964,C42119,3867,3651,D33351,3520,14484,0,,
15,TRANSFER,12859,C35368,6807,5990,D69326,5445,18304,1,,
15,CASH_OUT,19935,C75769,3547,366,D59733,8935,28870,1,,
5,CASH_OUT,15222,C84197,10687,6960,D94948,11218,26440,1,,
9,CASH_OUT,8687,C43143,10088,1401,D45002,11130,19817,0,,
6,CASH_OUT,4431,C26964,17172,12741,D68062,10535,14966,1,,
11,CASH_OUT,19371,C65854,12644,10824,D47681,7463,26834,0,,
4,TRANSFER,16668,C93118,8121,6466,D56970,14943,31611,0,,
12,CASH_OUT,15016,C70015,4310,3520,D88778,9640,24656,0,,
12,TRANSFER,13612,C14269,15064,1452,D45810,12247,25859,0,,
15,CASH_OUT,19038,C73386,9276,8516,D69617,18296,37334,0,,
17,TRANSFER,17620,C54028,3473,137,D73445,2040,19660,1,,
2,CASH_OUT,13879,C71637,5177,3610,D36076,13502,27381,1,,
2,TRANSFER,3638,C53450,13095,9457,D37301,19564,23202,0,,
12,CASH_OUT,5066,C81390,2377,1219,D18570,17526,22592,1,,
8,TRANSFER,2870,C70325,17477,14607,D57730,3382,6252,0,,
18,CASH_OUT,8182,C15285,9587,1405,D69953,16727,24909,0,,
15,TRANSFER,3348,C68523,2038,1628,D23015,13936,17284,0,,
6,TRANSFER,17226,C49629,6452,4425,D58888,7075,24301,0,,
7,TRANSFER,2944,C76325,6359,3415,D19203,9085,12029,0,,
10,CASH_OUT,5289,C88243,8047,2758,D95352,15763,21052,1,,
18,CASH_OUT,18447,C22748,18042,14516,D33563,19490,37937,0,,
19,TRANSFER,14370,C91250,5734,5434,D74450,4938,19308,0,,
5,TRANSFER,2958,C28051,6171,3213,D49771,8731,11689,0,,
12,TRANSFER,15819,C58430,14488,9369,D93309,19045,34864,1,,
16,TRANSFER,10376,C94797,8608,5627,D12677,12447,22823,0,,
19,TRANSFER,1315,C91438,19008,17693,D12746,2163,3478,1,,
3,CASH_OUT,16330,C37573,19331,3001,D60928,6236,22566,0,,
9,TRANSFER,17199,C17069,12996,1036,D15590,12138,29337,1,,
8,TRANSFER,1398,C11737,19173,17775,D10687,19022,20420,0,,
2,CASH_OUT,3332,C32099,3501,169,D93196,5421,8753,0,,
19,TRANSFER,5329,C37940,9965,4636,D40974,11889,17218,0,,
6,CASH_OUT,11441,C76117,7059,2761,D98162,5766,17207,1,,
14,TRANSFER,13736,C46455,15266,1530,D56087,6465,20201,0,,
2,CASH_OUT,1624,C19916,3808,2184,D33221,3627,5251,0,,
19,CASH_OUT,6643,C53605,9984,3341,D96091,10768,17411,0,,
18,CASH_OUT,14880,C54312,14325,4817,D45203,6761,21641,0,,
4,CASH_OUT,4095,C55763,4560,465,D85334,7707,11802,0,,
6,TRANSFER,8260,C92862,1992,922,D11856,10890,19150,0,,
9,CASH_OUT,3503,C62922,12838,9335,D84481,6771,10274,0,,
14,TRANSFER,16923,C95474,12062,12012,D42876,3434,20357,0,,
16,TRANSFER,9890,C26999,3054,1733,D99284,11441,21331,0,,
19,CASH_OUT,15078,C74450,5339,2396,D95863,2706,17784,1,,
14,CASH_OUT,3599,C68719,11388,7789,D22268,4148,7747,0,,
12,TRANSFER,6914,C74144,5833,4590,D20059,14775,21689,0,,
4,CASH_OUT,3864,C17145,9181,5317,D77858,2497,6361,0,,
11,CASH_OUT,1689,C45821,5185,3496,D41754,6471,8160,0,,
9,CASH_OUT,4589,C50371,5090,501,D47603,8417,13006,0,,
12,CASH_OUT,9171,C76070,4143,3566,D13673,3229,12400,1,,
19,CASH_OUT,4382,C43455,19851,15469,D16706,16323,20705,1,,
11,TRANSFER,5179,C89666,8895,3716,D26531,12527,17706,0,,
4,CASH_OUT,15458,C80518,12897,11953,D27539,9335,24793,0,,
13,CASH_OUT,11787,C85338,11938,151,D87587,15329,27116,0,,
5,TRANSFER,11177,C94222,2346,76,D57187,9175,20352,0,,
7,CASH_OUT,18674,C23977,8899,2790,D58773,19671,38345,0,,
7,TRANSFER,2450,C67477,19688,17238,D42419,18091,20541,0,,
3,CASH_OUT,2167,C77020,9765,7598,D90022,2256,4423,0,,
13,CASH_OUT,10062,C35812,15462,5400,D61859,12414,22476,0,,
11,CASH_OUT,5972,C24413,2334,1420,D10900,10627,16599,0,,
16,CASH_OUT,17062,C26044,1747,338,D71415,16036,33098,0,,
1,TRANSFER,18809,C85654,2899,1865,D66170,15322,34131,0,,
20,TRANSFER,12833,C99053,18839,6006,D95531,12459,25292,0,,
13,TRANSFER,15713,C62159,16090,377,D76550,5095,20808,0,,
20,CASH_OUT,12699,C29407,1173,495,D72186,10947,23646,0,,
1,CASH_OUT,16489,C76948,9827,553,D71957,5674,22163,0,,
15,CASH_OUT,12514,C65491,1065,4,D79037,7503,20017,0,,
16,TRANSFER,15548,C26223,19417,3869,D97245,2719,18267,0,,
13,TRANSFER,5602,C77936,18245,12643,D70919,7963,13565,1,,
2,CASH_OUT,18805,C85473,6533,4168,D60852,13628,32433,1,,
15,CASH_OUT,19460,C80032,10999,239,D91452,9041,28501,0,,
8,TRANSFER,13581,C37001,5564,1267,D61960,4199,17780,0,,
20,TRANSFER,3959,C92596,17701,13742,D22353,15301,19260,0,,
12,CASH_OUT,16017,C28131,4740,3552,D73384,4258,20275,1,,
4,TRANSFER,3060,C91459,9049,5989,D98850,15290,18350,0,,
1,CASH_OUT,2629,C63599,9139,6510,D48215,6278,8907,0,,
3,TRANSFER,7816,C90219,19040,11224,D18719,17236,25052,0,,
3,CASH_OUT,12236,C60456,4735,3281,D41179,12305,24541,0,,
3,TRANSFER,14535,C10722,9105,407,D93739,10094,24629,1,,
6,TRANSFER,4854,C95494,15701,10847,D28951,16204,21058,0,,
5,TRANSFER,18496,C71644,1072,731,D98056,18661,37157,1,,
16,CASH_OUT,14273,C59967,1666,358,D68956,9089,23362,0,,
17,CASH_OUT,1579,C96586,4314,2735,D97247,4381,5960,0,,
3,CASH_OUT,14232,C69123,4679,208,D94759,13679,27911,0,,
11,TRANSFER,11106,C58141,2985,1884,D19987,12655,23761,0,,
11,CASH_OUT,10368,C82906,4991,2945,D61966,2592,12960,1,,
5,TRANSFER,10663,C67120,17717,7054,D60231,12822,23485,0,,
20,TRANSFER,13786,C42857,9442,2483,D89846,6621,20407,1,,
19,CASH_OUT,2013,C38607,8607,6594,D80681,13677,15690,1,,
19,TRANSFER,12921,C10918,1927,422,D96230,10016,22937,0,,
7,CASH_OUT,3518,C62725,9245,5727,D97030,3708,7226,1,,
4,TRANSFER,8989,C19640,13280,4291,D30085,1363,10352,0,,
14,TRANSFER,15985,C38600,7382,1327,D61838,14239,30224,1,,
4,TRANSFER,11986,C24343,1852,1601,D55660,7063,19049,1,,
16,CASH_OUT,13406,C96133,9753,2812,D40141,5935,19341,0,,
13,TRANSFER,15363,C20551,6439,4069,D72197,2834,18197,0,,
10,CASH_OUT,4229,C88208,15902,11673,D63581,11488,15717,0,,
17,CASH_OUT,9050,C96286,2884,1756,D52787,11287,20337,1,,
3,CASH_OUT,8809,C76790,7582,6867,D90667,1925,10734,0,,
1,CASH_OUT,19949,C99347,14889,13520,D88878,9210,29159,0,,
4,CASH_OUT,16104,C99030,2514,2436,D99672,13745,29849,0,,
19,TRANSFER,7378,C74693,19032,11654,D43057,9694,17072,0,,
7,TRANSFER,3025,C44101,8121,5096,D79810,17971,20996,0,,
15,CASH_OUT,10777,C77867,7700,4596,D39080,16054,26831,0,,
3,TRANSFER,16972,C41758,3594,1110,D63714,10785,27757,1,,
5,CASH_OUT,18164,C69657,16348,10526,D82066,1697,19861,1,,
17,CASH_OUT,19805,C65068,3806,2302,D13817,10432,30237,0,,
17,TRANSFER,7617,C11605,3936,597,D65281,4546,12163,0,,
11,TRANSFER,8498,C28753,17886,9388,D93451,19063,27561,0,,
11,TRANSFER,17291,C14515,9366,891,D84654,9742,27033,0,,
14,TRANSFER,10582,C26840,2857,2210,D60324,2509,13091,0,,
11,CASH_OUT,17799,C64419,9991,6610,D61462,17996,35795,0,,
5,CASH_OUT,8255,C49538,5659,906,D49167,6330,14585,0,,
10,TRANSFER,19199,C30571,1324,1249,D59284,1268,20467,1,,
5,CASH_OUT,14259,C36543,18258,3999,D99200,13688,27947,1,,
